transaction_id,customer_id,amount,date,type,country,status
TRN00107,C046,1071.79,2025-05-02,international_wire,US,approved
TRN00108,C007,1410.48,2025-03-06,deposit,IR,approved
TRN00109,C061,5970.41,2025-08-18,payment,IR,rejected
TRN00110,C065,890.25,2025-04-24,international_wire,MX,rejected
TRN00111,C004,2427.01,2025-02-01,deposit,NG,pending
TRN00112,C063,5495.06,2025-12-31,deposit,CO,approved
TRN00113,C017,7777.12,2025-05-21,international_wire,IR,approved
TRN00114,C077,3059.62,2025-09-29,payment,RU,rejected
TRN00115,C013,4851.31,2025-12-26,transfer,IR,approved
TRN00116,C030,3451.96,2025-07-31,payment,RU,pending
TRN00117,C013,3339.6,2025-06-10,deposit,US,approved
TRN00118,C020,3006.92,2025-12-18,deposit,CO,approved
TRN00119,C012,6657.54,2025-08-10,transfer,US,approved
TRN00120,C076,4459.84,2025-10-15,international_wire,US,approved
TRN00121,C055,3298.25,2025-01-27,payment,CL,approved
TRN00122,C065,846.73,2025-04-19,cash_out,RU,approved
TRN00123,C045,6781.25,2025-10-12,payment,CO,approved
TRN00124,C055,4601.32,2025-10-15,international_wire,IR,approved
TRN00125,C035,4879.78,2025-01-15,cash_out,CL,approved
TRN00126,C045,7373.87,2025-01-04,cash_out,AR,rejected
TRN00127,C009,5265.61,2025-03-14,transfer,CO,rejected
TRN00128,C054,1736.76,2025-08-21,payment,AR,approved
TRN00129,C042,2506.87,2025-10-18,international_wire,CO,approved
TRN00130,C080,1261.53,2025-01-26,transfer,CL,pending
TRN00131,C063,5302.27,2025-11-07,deposit,NG,approved
TRN00132,C066,1740.24,2025-02-28,payment,NG,approved
TRN00133,C076,2280.31,2025-09-07,international_wire,CL,approved
TRN00134,C077,1779.74,2025-01-29,transfer,PE,approved
TRN00135,C018,7563.69,2025-05-11,payment,US,approved
TRN00136,C056,81.68,2025-03-31,cash_out,NG,rejected
TRN00137,C065,5635.3,2025-10-14,payment,CO,pending
TRN00138,C006,6896.88,2025-08-12,transfer,RU,approved
TRN00139,C074,6899.64,2025-08-08,international_wire,NG,pending
TRN00140,C052,2330.33,2025-01-11,payment,AR,rejected
TRN00141,C047,13208.45,2025-02-15,deposit,CO,approved
TRN00142,C052,3496.7,2025-09-26,transfer,NG,approved
TRN00143,C029,5971.52,2025-06-20,cash_out,CO,rejected
TRN00144,C068,5073.13,2025-09-19,cash_out,US,approved
TRN00145,C019,5824.49,2025-05-01,transfer,AR,approved
TRN00146,C078,1594.23,2025-03-20,transfer,AR,pending
TRN00147,C073,3722.35,2025-10-24,deposit,US,approved
TRN00148,C009,1224.64,2025-08-29,deposit,CL,approved
TRN00149,C046,4739.53,2025-09-17,transfer,CL,pending
TRN00150,C008,3626.27,2025-07-08,payment,CO,approved
TRN00151,C065,4927.77,2025-07-16,deposit,IR,approved
TRN00152,C074,3608.87,2025-11-30,cash_out,US,rejected
TRN00153,C020,3815.52,2025-02-01,deposit,CO,approved
TRN00154,C011,7859.44,2025-09-16,cash_out,MX,approved
TRN00155,C057,5666.82,2025-09-26,international_wire,AR,approved
TRN00156,C037,2995.36,2025-07-18,deposit,US,rejected
TRN00157,C043,437.88,2025-02-03,payment,CO,rejected
TRN00158,C037,5433.47,2025-05-10,international_wire,AR,approved
TRN00159,C019,670.39,2025-06-29,payment,NG,approved
TRN00160,C011,4768.43,2025-06-08,international_wire,NG,approved
TRN00161,C068,6509.21,2025-02-17,deposit,IR,approved
TRN00162,C040,165.48,2025-04-03,cash_out,US,pending
TRN00163,C018,1552.2,2025-03-21,transfer,CL,approved
TRN00164,C070,4071.36,2025-09-27,transfer,US,rejected
TRN00165,C049,1065.77,2025-03-20,cash_out,AR,rejected
TRN00166,C022,6476.17,2025-08-13,transfer,NG,approved
TRN00167,C031,5417.38,2025-08-16,international_wire,CL,pending
TRN00168,C031,1887.34,2025-06-08,deposit,PE,approved
TRN00169,C074,5432.89,2025-08-14,deposit,CL,pending
TRN00170,C054,4033.2,2025-03-24,cash_out,AR,approved
TRN00171,C062,436.39,2025-07-10,international_wire,CO,rejected
TRN00172,C037,6812.31,2025-02-12,cash_out,CL,pending
TRN00173,C019,7244.34,2025-08-12,transfer,PE,pending
TRN00174,C004,7079.35,2025-08-01,transfer,NG,rejected
TRN00175,C050,3004.21,2025-02-11,payment,PE,approved
TRN00176,C013,2563.11,2026-01-01,payment,AR,approved
TRN00177,C061,325.66,2025-12-23,cash_out,RU,pending
TRN00178,C011,4930.48,2025-01-10,payment,PE,approved
TRN00179,C078,4399.46,2025-09-28,deposit,CO,approved
TRN00180,C016,1916.37,2025-01-25,cash_out,NG,rejected
TRN00181,C015,3667.77,2025-09-13,international_wire,IR,approved
TRN00182,C074,5063.0,2025-05-04,cash_out,CL,pending
TRN00183,C046,32.48,2025-05-04,international_wire,NG,approved
TRN00184,C011,5321.68,2025-09-26,payment,CO,rejected
TRN00185,C065,4361.77,2025-10-11,transfer,NG,pending
TRN00186,C050,367.4,2025-07-11,payment,MX,approved
TRN00187,C045,6312.39,2025-05-04,transfer,US,approved
TRN00188,C023,8741.91,2025-12-17,deposit,RU,approved
TRN00189,C009,6495.75,2025-08-23,transfer,CL,approved
TRN00190,C026,369.57,2025-01-22,payment,CL,rejected
TRN00191,C070,3197.83,2025-08-31,payment,MX,approved
TRN00192,C007,2303.16,2025-12-02,payment,CL,approved
TRN00193,C056,6398.75,2025-07-24,deposit,NG,approved
TRN00194,C064,7790.31,2025-12-21,deposit,US,rejected
TRN00195,C011,2148.43,2025-08-06,transfer,NG,rejected
TRN00196,C024,7960.88,2025-10-07,payment,US,approved
TRN00197,C038,658.95,2025-06-06,deposit,NG,approved
TRN00198,C045,5524.32,2025-08-17,transfer,US,rejected
TRN00199,C036,7985.24,2025-11-24,transfer,CO,pending
TRN00200,C021,2919.22,2025-01-16,cash_out,RU,approved
TRN00201,C031,1027.32,2025-11-27,payment,US,pending
TRN00202,C005,7596.75,2025-11-06,cash_out,RU,approved
TRN00203,C010,2988.67,2025-10-21,cash_out,IR,approved
TRN00204,C036,3196.31,2025-05-08,transfer,MX,approved
TRN00205,C050,4002.37,2025-10-15,transfer,CL,approved
TRN00206,C028,5638.22,2025-11-10,payment,RU,approved
TRN00207,C010,998.65,2025-08-20,cash_out,RU,approved
TRN00208,C041,6487.9,2025-12-08,payment,CO,rejected
TRN00209,C039,4346.53,2025-03-22,cash_out,US,rejected
TRN00210,C026,1809.45,2025-03-13,cash_out,RU,approved
TRN00211,C074,2899.95,2025-07-08,deposit,IR,approved
TRN00212,C012,4903.35,2025-02-03,payment,NG,pending
TRN00213,C053,4215.05,2025-10-22,transfer,AR,approved
TRN00214,C058,5145.86,2025-08-27,international_wire,US,approved
TRN00215,C071,7026.12,2025-11-24,international_wire,AR,approved
TRN00216,C008,3472.29,2025-03-05,international_wire,AR,approved
TRN00217,C042,1333.96,2025-12-30,cash_out,US,rejected
TRN00218,C011,7161.51,2025-05-09,cash_out,IR,approved
TRN00219,C039,1018.86,2025-11-11,international_wire,CO,rejected
TRN00220,C076,5135.08,2025-10-25,cash_out,AR,rejected
TRN00221,C078,5770.65,2025-06-22,international_wire,MX,approved
TRN00222,C074,668.16,2025-05-16,cash_out,NG,rejected
TRN00223,C064,5119.15,2025-11-18,international_wire,CL,approved
TRN00224,C052,3873.9,2025-06-02,deposit,CO,approved
TRN00225,C054,1281.48,2025-09-05,deposit,PE,approved
TRN00226,C041,11361.81,2025-06-26,deposit,AR,approved
TRN00227,C014,4129.54,2025-06-13,cash_out,RU,approved
TRN00228,C032,2154.42,2025-03-14,transfer,MX,approved
TRN00229,C079,7564.17,2025-08-03,cash_out,AR,approved
TRN00230,C041,7471.34,2025-04-08,cash_out,RU,rejected
TRN00231,C040,3745.18,2025-09-12,transfer,CO,pending
TRN00232,C031,4053.45,2025-04-21,international_wire,US,approved
TRN00233,C064,423.31,2025-11-02,deposit,CL,rejected
TRN00234,C014,85.26,2025-08-09,cash_out,CL,approved
TRN00235,C052,13043.08,2025-01-27,international_wire,IR,approved
TRN00236,C037,2912.94,2025-02-07,deposit,IR,pending
TRN00237,C036,6119.94,2025-11-16,international_wire,CO,approved
TRN00238,C051,7801.16,2025-07-11,payment,IR,approved
TRN00239,C026,6044.62,2025-11-05,international_wire,NG,rejected
TRN00240,C005,341.23,2025-03-12,payment,RU,rejected
TRN00241,C078,3666.77,2025-09-21,cash_out,US,rejected
TRN00242,C051,2561.87,2025-11-12,payment,US,rejected
TRN00243,C069,6629.75,2025-09-08,international_wire,CL,pending
TRN00244,C048,6529.68,2025-06-19,transfer,NG,rejected
TRN00245,C004,2475.27,2025-11-02,deposit,CL,rejected
TRN00246,C007,4629.52,2025-10-26,deposit,AR,rejected
TRN00247,C080,5039.62,2025-07-14,cash_out,PE,approved
TRN00248,C015,4589.11,2025-04-08,transfer,RU,approved
TRN00249,C053,3361.87,2025-12-20,cash_out,NG,rejected
TRN00250,C061,6204.28,2025-02-01,cash_out,IR,approved
TRN00251,C062,4495.88,2025-09-27,deposit,US,approved
TRN00252,C069,3688.11,2025-06-25,international_wire,US,approved
TRN00253,C025,4888.41,2025-05-07,payment,IR,approved
TRN00254,C039,1814.44,2025-05-28,cash_out,RU,approved
TRN00255,C072,3848.83,2025-05-21,payment,CO,rejected
TRN00256,C049,5419.45,2025-07-22,payment,AR,approved
TRN00257,C011,355.69,2025-06-27,deposit,CL,pending
TRN00258,C069,1727.61,2025-05-19,international_wire,CL,approved
TRN00259,C076,891.63,2025-05-03,cash_out,MX,rejected
TRN00260,C030,1820.86,2025-01-27,transfer,NG,approved
TRN00261,C013,5744.52,2025-12-15,cash_out,MX,rejected
TRN00262,C021,7823.73,2025-07-28,deposit,RU,approved
TRN00263,C037,6052.17,2025-06-14,payment,MX,approved
TRN00264,C030,5225.34,2025-10-01,transfer,AR,pending
TRN00265,C023,7060.31,2025-01-19,deposit,RU,approved
TRN00266,C038,7494.14,2025-01-20,transfer,CL,rejected
TRN00267,C043,4830.21,2025-05-26,deposit,IR,rejected
TRN00268,C018,3961.42,2025-09-16,deposit,CL,approved
TRN00269,C043,6474.33,2025-03-25,deposit,CL,approved
TRN00270,C044,132.39,2025-06-01,international_wire,PE,approved
TRN00271,C052,4895.42,2025-08-07,international_wire,US,approved
TRN00272,C013,3218.65,2025-04-05,cash_out,RU,approved
TRN00273,C001,7487.89,2025-05-14,deposit,PE,pending
TRN00274,C043,6034.98,2025-06-04,international_wire,MX,approved
TRN00275,C031,5236.39,2025-02-01,transfer,RU,approved
TRN00276,C065,1294.54,2025-12-27,payment,CO,approved
TRN00277,C029,2953.0,2025-04-23,cash_out,RU,approved
TRN00278,C078,3650.73,2025-07-11,deposit,IR,pending
TRN00279,C028,6063.66,2025-05-07,international_wire,CO,rejected
TRN00280,C047,3585.05,2025-02-09,international_wire,CO,approved
TRN00281,C065,6633.62,2025-04-14,international_wire,IR,approved
TRN00282,C057,12168.89,2025-03-01,cash_out,RU,approved
TRN00283,C058,7193.14,2025-01-29,deposit,AR,rejected
TRN00284,C073,3335.09,2025-01-30,international_wire,RU,approved
TRN00285,C051,5791.78,2025-05-11,transfer,PE,rejected
TRN00286,C055,602.78,2025-06-26,transfer,IR,approved
TRN00287,C009,7477.97,2025-08-30,transfer,CL,pending
TRN00288,C018,1456.25,2025-11-25,deposit,US,pending
TRN00289,C049,3599.33,2025-07-12,transfer,IR,approved
TRN00290,C045,5235.2,2025-03-02,cash_out,IR,pending
TRN00291,C029,4240.16,2025-01-02,transfer,CL,pending
TRN00292,C070,5394.53,2025-08-06,international_wire,NG,approved
TRN00293,C045,1995.15,2025-03-21,payment,PE,approved
TRN00294,C054,277.09,2025-11-11,transfer,PE,approved
TRN00295,C077,556.98,2025-01-18,deposit,MX,approved
TRN00296,C052,5929.52,2025-08-13,cash_out,IR,approved
TRN00297,C008,6040.0,2025-03-13,international_wire,CL,approved
TRN00298,C074,6529.97,2025-06-13,international_wire,US,approved
TRN00299,C019,2428.08,2025-12-05,international_wire,PE,pending
TRN00300,C008,2418.0,2025-10-13,international_wire,AR,pending
TRN00301,C007,4455.69,2025-06-26,deposit,IR,approved
TRN00302,C053,5576.54,2025-03-18,payment,NG,approved
TRN00303,C061,6040.24,2025-05-04,cash_out,CL,approved
TRN00304,C008,6450.09,2025-10-15,deposit,NG,rejected
TRN00305,C050,4249.33,2025-05-05,payment,PE,approved
TRN00306,C058,5180.71,2025-07-09,transfer,IR,approved
TRN00307,C049,431.26,2025-12-11,international_wire,MX,approved
TRN00308,C076,1521.54,2025-12-10,international_wire,PE,pending
TRN00309,C043,1686.93,2025-06-05,transfer,PE,approved
TRN00310,C016,7697.38,2025-09-03,cash_out,PE,pending
TRN00311,C071,7322.71,2025-06-14,payment,NG,pending
TRN00312,C046,4278.53,2025-06-07,payment,US,rejected
TRN00313,C060,7064.84,2025-02-20,deposit,US,approved
TRN00314,C053,2978.23,2025-01-24,international_wire,PE,approved
TRN00315,C071,149.43,2025-10-27,international_wire,NG,approved
TRN00316,C043,1236.24,2025-04-28,deposit,PE,pending
TRN00317,C044,4414.13,2025-05-12,deposit,RU,pending
TRN00318,C046,1362.5,2025-03-28,cash_out,IR,pending
TRN00319,C070,1488.7,2025-11-25,transfer,IR,approved
TRN00320,C010,6715.77,2025-12-09,transfer,MX,pending
TRN00321,C030,1117.18,2025-02-04,cash_out,MX,approved
TRN00322,C048,4055.75,2025-01-31,international_wire,RU,pending
TRN00323,C069,145.54,2025-10-10,deposit,MX,approved
TRN00324,C036,4244.75,2025-10-02,payment,MX,rejected
TRN00325,C056,6508.99,2025-04-02,transfer,CO,rejected
TRN00326,C025,1208.2,2025-11-14,international_wire,CL,approved
TRN00327,C051,2153.25,2025-02-10,payment,NG,pending
TRN00328,C029,4528.72,2025-06-03,transfer,MX,approved
TRN00329,C061,10271.48,2025-01-29,transfer,AR,approved
TRN00330,C056,4008.87,2025-11-27,payment,CO,rejected
TRN00331,C030,7354.83,2025-04-19,international_wire,RU,approved
TRN00332,C010,391.56,2025-12-17,payment,IR,rejected
TRN00333,C023,5271.71,2025-06-11,transfer,PE,rejected
TRN00334,C051,1170.65,2025-02-09,payment,AR,rejected
TRN00335,C050,1938.97,2025-12-13,international_wire,US,pending
TRN00336,C018,6049.76,2025-12-19,transfer,IR,approved
TRN00337,C056,448.5,2025-04-29,transfer,US,rejected
TRN00338,C077,6156.67,2025-07-23,payment,MX,approved
TRN00339,C030,13877.12,2025-07-02,international_wire,NG,pending
TRN00340,C075,1502.19,2025-12-05,deposit,CO,rejected
TRN00341,C032,2377.13,2026-01-01,transfer,CO,approved
TRN00342,C020,1250.68,2025-07-19,payment,US,approved
TRN00343,C040,750.33,2025-08-16,payment,CL,approved
TRN00344,C024,1077.41,2025-08-09,deposit,IR,rejected
TRN00345,C014,4109.28,2025-01-14,transfer,US,rejected
TRN00346,C077,762.65,2025-06-16,deposit,MX,approved
TRN00347,C011,3322.2,2025-10-14,cash_out,IR,approved
TRN00348,C022,5488.82,2025-03-13,payment,CL,approved
TRN00349,C009,3955.13,2025-03-27,deposit,CL,pending
TRN00350,C010,2412.02,2025-07-04,payment,PE,pending
TRN00351,C026,4758.58,2025-08-23,transfer,AR,approved
TRN00352,C051,74.0,2025-06-20,international_wire,NG,approved
TRN00353,C056,3532.98,2025-11-30,international_wire,AR,approved
TRN00354,C026,2578.91,2025-09-03,payment,AR,pending
TRN00355,C038,7750.43,2025-12-22,deposit,PE,approved
TRN00356,C051,3020.92,2025-07-06,transfer,PE,rejected
TRN00357,C024,7978.17,2025-12-16,international_wire,MX,pending
TRN00358,C027,7544.94,2025-08-13,payment,CO,pending
TRN00359,C018,5390.36,2025-11-21,payment,PE,approved
TRN00360,C055,5276.13,2025-07-13,transfer,RU,rejected
TRN00361,C052,3844.29,2025-10-01,international_wire,NG,rejected
TRN00362,C047,313.39,2025-12-26,international_wire,CO,approved
TRN00363,C046,6156.25,2025-03-27,international_wire,MX,rejected
TRN00364,C052,7869.19,2025-06-19,deposit,CO,approved
TRN00365,C029,806.88,2025-09-19,international_wire,IR,rejected
TRN00366,C029,5507.56,2025-08-17,payment,NG,pending
TRN00367,C076,6183.29,2025-12-20,international_wire,AR,approved
TRN00368,C062,7981.67,2025-02-23,payment,NG,approved
TRN00369,C019,946.23,2025-06-28,payment,US,pending
TRN00370,C067,6278.47,2025-09-05,payment,RU,approved
TRN00371,C058,3516.56,2025-06-13,transfer,CL,approved
TRN00372,C015,6485.28,2025-01-12,payment,CO,approved
TRN00373,C032,7440.78,2025-09-22,cash_out,IR,approved
TRN00374,C055,2661.3,2025-08-25,cash_out,NG,approved
TRN00375,C056,1507.37,2025-07-22,transfer,PE,pending
TRN00376,C028,11856.47,2025-04-16,payment,CO,rejected
TRN00377,C069,831.98,2025-04-06,payment,US,approved
TRN00378,C034,3671.25,2025-12-10,deposit,IR,approved
TRN00379,C079,4783.83,2025-07-20,international_wire,CO,approved
TRN00380,C059,2828.84,2025-11-13,cash_out,CL,rejected
TRN00381,C018,4729.54,2025-06-10,transfer,PE,approved
TRN00382,C048,953.25,2025-12-22,cash_out,IR,pending
TRN00383,C018,3357.55,2025-10-22,deposit,NG,approved
TRN00384,C069,3903.63,2025-12-22,cash_out,IR,approved
TRN00385,C018,3927.34,2025-04-06,payment,RU,rejected
TRN00386,C046,447.82,2025-01-05,deposit,AR,approved
TRN00387,C072,6525.42,2025-09-16,deposit,NG,pending
TRN00388,C057,3336.73,2025-09-08,cash_out,CO,rejected
TRN00389,C029,266.27,2025-05-30,transfer,CL,approved
TRN00390,C022,4310.12,2025-08-23,international_wire,RU,rejected
TRN00391,C074,4096.23,2025-02-28,payment,IR,approved
TRN00392,C006,4345.51,2025-08-14,international_wire,PE,pending
TRN00393,C032,837.28,2025-06-02,transfer,RU,approved
TRN00394,C012,2801.64,2025-08-13,transfer,PE,approved
TRN00395,C076,6489.41,2025-12-19,payment,NG,approved
TRN00396,C027,4936.89,2025-04-16,transfer,US,rejected
TRN00397,C069,2263.06,2025-03-28,payment,CL,approved
TRN00398,C066,4590.43,2025-12-14,transfer,AR,pending
TRN00399,C036,7351.77,2025-12-02,cash_out,AR,approved
TRN00400,C042,1187.02,2025-05-07,deposit,RU,approved
TRN00401,C035,4627.86,2025-11-18,deposit,NG,pending
TRN00402,C012,622.62,2025-07-26,international_wire,CL,approved
TRN00403,C063,3648.47,2025-06-17,international_wire,MX,approved
TRN00404,C059,5852.84,2025-11-22,payment,CO,rejected
TRN00405,C055,3193.77,2025-04-19,deposit,CL,approved
TRN00406,C044,6630.18,2025-10-08,international_wire,AR,rejected
TRN00407,C044,6822.33,2025-12-16,transfer,MX,approved
TRN00408,C059,5016.91,2025-01-09,transfer,AR,pending
TRN00409,C055,3663.01,2025-04-14,cash_out,CL,approved
TRN00410,C036,6997.9,2025-02-17,payment,CL,approved
TRN00411,C022,2987.31,2025-01-27,deposit,CL,approved
TRN00412,C012,3445.26,2025-12-27,transfer,MX,approved
TRN00413,C017,3824.92,2025-10-31,cash_out,IR,pending
TRN00414,C044,94.11,2025-03-03,deposit,AR,pending
TRN00415,C050,585.21,2025-02-15,transfer,CO,approved
TRN00416,C039,2953.14,2025-03-12,deposit,AR,approved
TRN00417,C073,565.92,2025-01-05,international_wire,AR,pending
TRN00418,C028,2822.48,2025-11-18,cash_out,NG,rejected
TRN00419,C028,5498.8,2025-02-14,transfer,AR,approved
TRN00420,C050,4724.8,2025-06-29,deposit,US,approved
TRN00421,C011,1997.34,2025-05-08,international_wire,CL,approved
TRN00422,C039,6786.18,2025-04-16,international_wire,IR,approved
TRN00423,C007,12352.13,2025-05-03,deposit,NG,approved
TRN00424,C077,1943.83,2025-02-06,international_wire,MX,approved
TRN00425,C017,7472.72,2025-07-18,international_wire,NG,approved
TRN00426,C023,4379.92,2025-08-30,transfer,MX,rejected
TRN00427,C034,558.91,2025-04-21,transfer,MX,pending
TRN00428,C065,4062.75,2025-08-01,deposit,NG,approved
TRN00429,C069,5131.49,2025-11-12,cash_out,CL,approved
TRN00430,C066,2493.06,2025-04-15,cash_out,IR,approved
TRN00431,C009,3138.04,2025-06-08,deposit,PE,approved
TRN00432,C056,1970.95,2025-03-01,deposit,MX,approved
TRN00433,C023,5335.32,2025-03-03,transfer,AR,approved
TRN00434,C045,1327.38,2025-09-25,international_wire,CL,approved
TRN00435,C035,2987.52,2025-03-02,transfer,US,pending
TRN00436,C009,2190.41,2025-05-15,international_wire,CO,pending
TRN00437,C047,3652.48,2025-01-29,deposit,AR,approved
TRN00438,C014,1275.33,2025-10-21,transfer,PE,rejected
TRN00439,C002,40.5,2025-05-06,transfer,RU,approved
TRN00440,C020,3076.18,2025-04-02,transfer,IR,pending
TRN00441,C032,1811.63,2025-08-02,payment,CL,approved
TRN00442,C016,4580.86,2025-09-15,transfer,AR,approved
TRN00443,C006,6438.62,2025-07-25,transfer,RU,approved
TRN00444,C040,6192.75,2025-06-17,transfer,IR,pending
TRN00445,C026,83.59,2025-05-30,international_wire,CL,rejected
TRN00446,C048,1955.82,2025-10-30,deposit,PE,rejected
TRN00447,C032,6088.65,2025-03-19,transfer,NG,approved
